2014-10-1,59
2014-10-2,49
2014-10-3,35
2014-10-6,56
2014-10-7,48
2014-10-8,61
2014-10-9,53
2014-10-10,107
2014-10-14,33
2014-10-15,66
2014-10-16,45
2014-10-17,38
2014-10-20,55
2014-10-21,43
2014-10-22,55
2014-10-23,60
2014-10-24,92
2014-10-27,47
2014-10-28,47
2014-10-29,45
2014-10-30,47
2014-10-31,44
2014-11-4,49
2014-11-5,56
2014-11-6,51
2014-11-7,107
2014-11-10,43
2014-11-11,49
2014-11-12,49
2014-11-13,44
2014-11-14,48
2014-11-17,61
2014-11-18,43
2014-11-19,48
2014-11-20,57
2014-11-21,92
2014-11-25,59
2014-11-26,54
2014-11-27,45
2014-11-28,38
