2014-10-1,46
2014-10-2,48
2014-10-3,47
2014-10-6,52
2014-10-7,49
2014-10-8,49
2014-10-9,49
2014-10-10,92
2014-10-14,48
2014-10-15,62
2014-10-16,55
2014-10-17,50
2014-10-20,50
2014-10-21,48
2014-10-22,61
2014-10-23,61
2014-10-24,64
2014-10-27,53
2014-10-28,51
2014-10-29,51
2014-10-30,49
2014-10-31,52
2014-11-4,50
2014-11-5,57
2014-11-6,48
2014-11-7,81
2014-11-10,51
2014-11-11,58
2014-11-12,58
2014-11-13,48
2014-11-14,55
2014-11-17,65
2014-11-18,58
2014-11-19,58
2014-11-20,57
2014-11-21,66
2014-11-25,57
2014-11-26,58
2014-11-27,57
2014-11-28,55
