2014-10-1,32
2014-10-2,29
2014-10-3,29
2014-10-6,34
2014-10-7,30
2014-10-8,34
2014-10-9,32
2014-10-10,59
2014-10-14,30
2014-10-15,32
2014-10-16,29
2014-10-17,29
2014-10-20,33
2014-10-21,30
2014-10-22,33
2014-10-23,34
2014-10-24,45
2014-10-27,33
2014-10-28,35
2014-10-29,31
2014-10-30,33
2014-10-31,31
2014-11-4,32
2014-11-5,32
2014-11-6,34
2014-11-7,52
2014-11-10,36
2014-11-11,30
2014-11-12,30
2014-11-13,31
2014-11-14,33
2014-11-17,34
2014-11-18,34
2014-11-19,30
2014-11-20,34
2014-11-21,46
2014-11-25,30
2014-11-26,33
2014-11-27,32
2014-11-28,31
