2014-10-1,58
2014-10-2,55
2014-10-3,52
2014-10-6,57
2014-10-7,54
2014-10-8,62
2014-10-9,55
2014-10-10,119
2014-10-14,51
2014-10-15,58
2014-10-16,52
2014-10-17,50
2014-10-20,57
2014-10-21,50
2014-10-22,55
2014-10-23,56
2014-10-24,104
2014-10-27,55
2014-10-28,54
2014-10-29,51
2014-10-30,52
2014-10-31,50
2014-11-4,55
2014-11-5,58
2014-11-6,57
2014-11-7,115
2014-11-10,59
2014-11-11,53
2014-11-12,53
2014-11-13,55
2014-11-14,55
2014-11-17,58
2014-11-18,54
2014-11-19,53
2014-11-20,56
2014-11-21,104
2014-11-25,56
2014-11-26,54
2014-11-27,52
2014-11-28,49
